N,id,image,height,time,R
28,25,25_1.jpg,"[173.0, 0.08]","['22:48:40', '5']",1
29,26,26_1.jpg,"[171.2, 0.08]","['21:02:04', '6']",1
30,27,27_1.jpg,"[183.8, 0.08]","['20:20:13', '4']",1
31,28,28_1.jpg,"[162.5, 0.08]","['07:42:05', '1']",1
32,29,29_1.jpg,"[179.0, 0.08]","['20:06:35', '4']",1
33,30,30_1.jpg,"[159.5, 0.08]","['12:34:18', '7']",1
34,31,31_1.jpg,"[170.7, 0.08]","['13:25:08', '4']",1
35,32,32_1.jpg,"[196.6, 0.08]","['11:33:22', '3']",1
36,33,33_1.jpg,"[156.6, 0.08]","['02:16:21', '6']",1
37,31,31_2.jpg,"[176.3, 0.08]","['11:25:03', '1']",0
38,34,34_1.jpg,"[166.9, 0.08]","['23:13:44', '5']",1
39,35,35_1.jpg,"[165.7, 0.08]","['04:15:45', '7']",1
40,8,8_2.jpg,"[163.4, 0.08]","['00:01:14', '4']",0
41,36,36_1.jpg,"[188.5, 0.08]","['12:44:23', '7']",1
42,37,37_1.jpg,"[147.4, 0.08]","['21:41:35', '4']",1
43,5,5_3.jpg,"[190.0, 0.08]","['12:31:20', '5']",0
44,38,38_1.jpg,"[192.5, 0.08]","['20:58:59', '6']",1
45,39,39_1.jpg,"[181.5, 0.08]","['14:02:55', '1']",1
46,40,40_1.jpg,"[154.6, 0.08]","['10:36:43', '3']",1
47,41,41_1.jpg,"[175.5, 0.08]","['17:07:04', '2']",1
48,42,42_1.jpg,"[192.7, 0.08]","['20:47:56', '4']",1
49,43,43_1.jpg,"[177.1, 0.08]","['00:25:28', '5']",1
50,44,44_1.jpg,"[161.3, 0.08]","['23:20:25', '7']",1
51,12,12_2.jpg,"[170.1, 0.08]","['08:35:31', '3']",0
52,22,22_2.jpg,"[178.5, 0.08]","['05:31:38', '7']",0
53,39,39_2.jpg,"[176.9, 0.08]","['18:13:48', '7']",0
54,13,13_2.jpg,"[183.2, 0.08]","['17:02:20', '6']",0
55,45,45_1.jpg,"[162.2, 0.08]","['06:50:20', '5']",1
56,46,46_1.jpg,"[185.9, 0.08]","['14:24:30', '2']",1
57,47,47_1.jpg,"[184.6, 0.08]","['18:05:10', '2']",1
58,4,4_2.jpg,"[154.9, 0.08]","['02:42:20', '3']",0
59,29,29_2.jpg,"[182.5, 0.08]","['11:26:39', '2']",0
60,48,48_1.jpg,"[181.7, 0.08]","['23:47:34', '1']",1
61,49,49_1.jpg,"[178.5, 0.08]","['15:44:36', '4']",1
62,2,2_3.jpg,"[182.6, 0.08]","['21:06:25', '3']",0
63,27,27_2.jpg,"[180.0, 0.08]","['09:59:44', '5']",0
64,50,50_1.jpg,"[181.9, 0.08]","['12:44:20', '2']",1
65,36,36_2.jpg,"[189.5, 0.08]","['06:39:15', '3']",0
66,51,51_1.jpg,"[174.8, 0.08]","['05:29:19', '6']",1
67,52,52_1.jpg,"[182.1, 0.08]","['01:17:22', '7']",1
68,53,53_1.jpg,"[170.7, 0.08]","['06:47:36', '3']",1
69,54,54_1.jpg,"[177.9, 0.08]","['09:33:38', '1']",1
70,1,1_2.jpg,"[164.4, 0.08]","['23:46:18', '1']",0
71,55,55_1.jpg,"[173.4, 0.08]","['07:32:10', '6']",1
72,56,56_1.jpg,"[174.7, 0.08]","['12:55:55', '6']",1
73,55,55_2.jpg,"[180.2, 0.08]","['09:38:29', '2']",0
74,57,57_1.jpg,"[161.3, 0.08]","['06:04:43', '5']",1
75,29,29_3.jpg,"[184.3, 0.08]","['17:45:26', '5']",0
76,58,58_1.jpg,"[167.0, 0.08]","['04:40:25', '5']",1
77,59,59_1.jpg,"[184.9, 0.08]","['07:51:53', '2']",1
78,60,60_1.jpg,"[181.5, 0.08]","['21:35:11', '2']",1
79,61,61_1.jpg,"[184.7, 0.08]","['22:41:50', '1']",1
80,62,62_1.jpg,"[158.3, 0.08]","['05:19:14', '1']",1
81,63,63_1.jpg,"[177.7, 0.08]","['01:46:06', '6']",1
82,13,13_3.jpg,"[190.3, 0.08]","['20:00:46', '6']",0
83,34,34_2.jpg,"[167.2, 0.08]","['12:44:57', '7']",0
84,53,53_2.jpg,"[181.8, 0.08]","['13:05:34', '6']",0
85,64,64_1.jpg,"[156.5, 0.08]","['13:05:33', '5']",1
86,65,65_1.jpg,"[186.9, 0.08]","['22:29:08', '2']",1
87,23,23_2.jpg,"[193.1, 0.08]","['17:29:15', '4']",0
88,66,66_1.jpg,"[189.5, 0.08]","['08:53:27', '2']",1
89,67,67_1.jpg,"[169.6, 0.08]","['05:07:58', '6']",1
90,52,52_2.jpg,"[183.2, 0.08]","['13:54:10', '6']",0
91,32,32_2.jpg,"[196.2, 0.08]","['06:37:15', '2']",0
92,26,26_2.jpg,"[165.2, 0.08]","['00:54:49', '5']",0
93,68,68_1.jpg,"[172.5, 0.08]","['23:59:20', '6']",1
94,69,69_1.jpg,"[161.2, 0.08]","['13:05:49', '3']",1
95,31,31_3.jpg,"[179.0, 0.08]","['22:37:53', '1']",0
96,12,12_3.jpg,"[180.5, 0.08]","['14:56:00', '1']",0
97,70,70_1.jpg,"[140.5, 0.08]","['15:45:15', '7']",1
98,41,41_2.jpg,"[184.6, 0.08]","['19:39:09', '5']",0
99,25,25_2.jpg,"[180.2, 0.08]","['13:36:56', '2']",0
100,1,1_3.jpg,"[160.8, 0.08]","['02:45:26', '4']",0
101,69,69_2.jpg,"[156.2, 0.08]","['21:20:04', '7']",0
102,71,71_1.jpg,"[153.2, 0.08]","['21:32:20', '4']",1
103,30,30_2.jpg,"[154.2, 0.08]","['22:06:22', '7']",0
104,9,9_2.jpg,"[194.4, 0.08]","['06:26:41', '7']",0
105,41,41_3.jpg,"[180.1, 0.08]","['10:11:23', '6']",0
106,72,72_1.jpg,"[182.6, 0.08]","['07:57:29', '1']",1
107,59,59_2.jpg,"[186.7, 0.08]","['02:35:27', '2']",0
108,73,73_1.jpg,"[169.1, 0.08]","['10:41:16', '1']",1
109,51,51_2.jpg,"[178.1, 0.08]","['09:28:29', '6']",0
110,24,24_2.jpg,"[186.0, 0.08]","['19:59:00', '6']",0
111,44,44_2.jpg,"[165.1, 0.08]","['02:22:14', '3']",0
112,25,25_3.jpg,"[169.8, 0.08]","['21:02:28', '3']",0
113,74,74_1.jpg,"[167.0, 0.08]","['18:02:38', '6']",1
114,58,58_2.jpg,"[176.2, 0.08]","['16:02:35', '7']",0
115,61,61_2.jpg,"[177.9, 0.08]","['07:01:39', '1']",0
116,23,23_3.jpg,"[181.9, 0.08]","['00:45:01', '2']",0
117,75,75_1.jpg,"[195.7, 0.08]","['17:30:26', '4']",1
118,63,63_2.jpg,"[184.7, 0.08]","['12:23:16', '5']",0
119,64,64_2.jpg,"[150.9, 0.08]","['22:35:14', '7']",0
120,65,65_2.jpg,"[186.0, 0.08]","['19:07:01', '1']",0
121,10,10_2.jpg,"[179.7, 0.08]","['01:22:57', '6']",0
122,22,22_3.jpg,"[175.4, 0.08]","['21:09:34', '6']",0
123,76,76_1.jpg,"[181.0, 0.08]","['04:40:16', '3']",1
124,50,50_2.jpg,"[184.3, 0.08]","['14:23:00', '2']",0
125,76,76_2.jpg,"[172.7, 0.08]","['00:02:27', '3']",0
126,41,41_4.jpg,"[193.1, 0.08]","['10:52:40', '4']",0
127,77,77_1.jpg,"[194.2, 0.08]","['16:18:40', '1']",1
128,12,12_4.jpg,"[173.3, 0.08]","['20:42:03', '6']",0
129,76,76_3.jpg,"[177.3, 0.08]","['13:59:21', '3']",0
130,78,78_1.jpg,"[164.5, 0.08]","['20:19:00', '2']",1
131,67,67_2.jpg,"[182.4, 0.08]","['14:53:27', '1']",0
132,73,73_2.jpg,"[163.5, 0.08]","['19:03:24', '6']",0
133,6,6_2.jpg,"[178.6, 0.08]","['15:34:06', '3']",0
134,15,15_3.jpg,"[171.5, 0.08]","['21:15:54', '2']",0
135,50,50_3.jpg,"[177.0, 0.08]","['05:07:35', '2']",0
136,8,8_3.jpg,"[162.0, 0.08]","['07:40:51', '6']",0
137,11,11_2.jpg,"[166.8, 0.08]","['05:37:52', '2']",0
138,58,58_3.jpg,"[183.1, 0.08]","['22:28:15', '2']",0
139,79,79_1.jpg,"[167.2, 0.08]","['23:18:21', '3']",1
140,31,31_4.jpg,"[173.4, 0.08]","['16:52:11', '6']",0
141,37,37_2.jpg,"[158.4, 0.08]","['14:27:22', '7']",0
142,80,80_1.jpg,"[179.2, 0.08]","['12:05:50', '3']",1
143,64,64_3.jpg,"[159.4, 0.08]","['09:48:34', '1']",0
144,18,18_2.jpg,"[192.0, 0.08]","['19:28:50', '7']",0
145,25,25_4.jpg,"[171.0, 0.08]","['05:21:30', '7']",0
146,42,42_2.jpg,"[187.7, 0.08]","['13:13:50', '4']",0
147,81,81_1.jpg,"[172.7, 0.08]","['14:23:03', '5']",1
148,53,53_3.jpg,"[180.1, 0.08]","['08:57:58', '1']",0
149,61,61_3.jpg,"[188.9, 0.08]","['13:27:53', '2']",0
150,16,16_2.jpg,"[174.2, 0.08]","['12:30:44', '2']",0
151,16,16_3.jpg,"[185.0, 0.08]","['04:33:13', '1']",0
152,19,19_2.jpg,"[163.8, 0.08]","['12:41:06', '6']",0
153,28,28_2.jpg,"[172.6, 0.08]","['22:20:27', '7']",0
154,82,82_1.jpg,"[156.4, 0.08]","['22:27:47', '4']",1
155,83,83_1.jpg,"[164.6, 0.08]","['05:31:25', '7']",1
156,20,20_2.jpg,"[178.8, 0.08]","['14:47:57', '1']",0
157,51,51_3.jpg,"[173.9, 0.08]","['07:00:57', '4']",0
158,17,17_2.jpg,"[165.4, 0.08]","['21:36:38', '5']",0
159,8,8_4.jpg,"[173.7, 0.08]","['00:04:23', '3']",0
160,19,19_3.jpg,"[163.2, 0.08]","['18:18:23', '4']",0
161,84,84_1.jpg,"[180.1, 0.08]","['23:24:57', '5']",1
162,85,85_1.jpg,"[168.6, 0.08]","['06:22:02', '4']",1
163,79,79_2.jpg,"[172.3, 0.08]","['11:37:33', '6']",0
164,2,2_4.jpg,"[186.3, 0.08]","['10:01:35', '3']",0
165,86,86_1.jpg,"[171.2, 0.08]","['23:53:17', '3']",1
166,47,47_2.jpg,"[173.1, 0.08]","['17:05:47', '3']",0
167,87,87_1.jpg,"[183.3, 0.08]","['18:05:34', '3']",1
168,9,9_3.jpg,"[184.6, 0.08]","['01:46:36', '4']",0
169,22,22_4.jpg,"[184.9, 0.08]","['07:15:21', '5']",0
170,71,71_2.jpg,"[160.4, 0.08]","['11:24:36', '1']",0
171,30,30_3.jpg,"[164.7, 0.08]","['22:29:15', '1']",0
172,44,44_3.jpg,"[153.0, 0.08]","['05:10:07', '4']",0
173,59,59_3.jpg,"[193.7, 0.08]","['01:31:17', '6']",0
174,88,88_1.jpg,"[168.0, 0.08]","['11:54:38', '1']",1
175,81,81_2.jpg,"[179.8, 0.08]","['03:55:56', '7']",0
176,66,66_2.jpg,"[187.6, 0.08]","['11:06:50', '1']",0
177,14,14_2.jpg,"[162.6, 0.08]","['12:00:34', '6']",0
178,44,44_4.jpg,"[160.5, 0.08]","['14:25:31', '6']",0
179,87,87_2.jpg,"[173.2, 0.08]","['09:05:11', '7']",0
180,42,42_3.jpg,"[186.3, 0.08]","['10:20:50', '5']",0
181,35,35_2.jpg,"[157.5, 0.08]","['02:11:37', '3']",0
182,79,79_3.jpg,"[163.4, 0.08]","['14:36:03', '4']",0
183,85,85_2.jpg,"[169.0, 0.08]","['07:19:16', '5']",0
184,38,38_2.jpg,"[184.3, 0.08]","['10:46:43', '1']",0
185,51,51_4.jpg,"[178.7, 0.08]","['08:30:23', '4']",0
186,89,89_1.jpg,"[166.5, 0.08]","['19:33:34', '2']",1
187,2,2_5.jpg,"[181.7, 0.08]","['01:32:52', '7']",0
188,14,14_3.jpg,"[152.6, 0.08]","['22:40:19', '2']",0
189,81,81_3.jpg,"[169.2, 0.08]","['02:26:14', '7']",0
190,8,8_5.jpg,"[168.0, 0.08]","['12:34:42', '3']",0
191,3,3_2.jpg,"[172.6, 0.08]","['22:04:15', '7']",0
192,82,82_2.jpg,"[165.0, 0.08]","['14:01:06', '1']",0
193,49,49_2.jpg,"[175.3, 0.08]","['22:36:12', '3']",0
194,6,6_3.jpg,"[178.5, 0.08]","['02:07:08', '1']",0
195,36,36_3.jpg,"[189.1, 0.08]","['11:48:48', '5']",0
196,30,30_4.jpg,"[150.9, 0.08]","['08:23:09', '1']",0
197,89,89_2.jpg,"[159.0, 0.08]","['01:21:20', '4']",0
198,83,83_2.jpg,"[174.7, 0.08]","['20:03:11', '1']",0
199,45,45_2.jpg,"[155.0, 0.08]","['09:38:05', '3']",0
200,13,13_4.jpg,"[185.5, 0.08]","['17:09:31', '3']",0
201,90,90_1.jpg,"[168.0, 0.08]","['21:18:25', '2']",1
202,83,83_3.jpg,"[182.4, 0.08]","['11:28:11', '7']",0
203,55,55_3.jpg,"[197.6, 0.08]","['03:52:20', '1']",0
204,28,28_3.jpg,"[176.0, 0.08]","['02:56:00', '2']",0
205,39,39_3.jpg,"[174.9, 0.08]","['08:06:11', '2']",0
206,80,80_2.jpg,"[181.3, 0.08]","['16:40:14', '7']",0
207,69,69_3.jpg,"[149.1, 0.08]","['07:44:33', '7']",0
208,6,6_4.jpg,"[190.7, 0.08]","['20:41:53', '7']",0
209,77,77_2.jpg,"[173.6, 0.08]","['22:13:02', '3']",0
210,91,91_1.jpg,"[190.1, 0.08]","['17:36:03', '6']",1
211,45,45_3.jpg,"[154.6, 0.08]","['08:51:57', '6']",0
212,37,37_3.jpg,"[162.1, 0.08]","['03:32:44', '2']",0
213,73,73_3.jpg,"[166.1, 0.08]","['00:29:09', '6']",0
214,11,11_3.jpg,"[172.0, 0.08]","['23:01:29', '5']",0
215,52,52_3.jpg,"[169.9, 0.08]","['12:17:06', '7']",0
216,4,4_3.jpg,"[169.6, 0.08]","['15:33:34', '7']",0
217,15,15_4.jpg,"[176.2, 0.08]","['04:24:12', '5']",0
218,85,85_3.jpg,"[183.9, 0.08]","['03:48:31', '6']",0
219,65,65_3.jpg,"[183.9, 0.08]","['10:52:31', '2']",0
220,41,41_5.jpg,"[176.0, 0.08]","['04:18:02', '4']",0
221,55,55_4.jpg,"[186.8, 0.08]","['01:05:12', '6']",0
222,20,20_3.jpg,"[169.1, 0.08]","['05:03:43', '1']",0
223,32,32_3.jpg,"[194.8, 0.08]","['03:28:48', '3']",0
224,35,35_3.jpg,"[165.0, 0.08]","['00:38:08', '2']",0
225,92,92_1.jpg,"[184.1, 0.08]","['21:28:59', '1']",1
226,16,16_4.jpg,"[176.1, 0.08]","['19:18:32', '7']",0
227,18,18_3.jpg,"[186.3, 0.08]","['23:48:12', '1']",0
228,57,57_2.jpg,"[165.5, 0.08]","['01:19:27', '3']",0
229,65,65_4.jpg,"[197.6, 0.08]","['11:28:10', '5']",0
230,52,52_4.jpg,"[179.4, 0.08]","['06:44:09', '7']",0
231,12,12_5.jpg,"[177.0, 0.08]","['08:34:48', '7']",0
232,34,34_3.jpg,"[174.6, 0.08]","['02:16:07', '3']",0
233,41,41_6.jpg,"[178.8, 0.08]","['01:42:51', '4']",0
234,60,60_2.jpg,"[172.6, 0.08]","['22:53:39', '7']",0
235,35,35_4.jpg,"[160.9, 0.08]","['17:18:01', '4']",0
236,93,93_1.jpg,"[173.2, 0.08]","['11:22:10', '7']",1
237,84,84_2.jpg,"[181.8, 0.08]","['10:36:55', '1']",0
238,34,34_4.jpg,"[170.3, 0.08]","['14:00:39', '3']",0
239,71,71_3.jpg,"[154.3, 0.08]","['12:04:27', '6']",0
240,92,92_2.jpg,"[174.4, 0.08]","['00:52:33', '4']",0
241,69,69_4.jpg,"[160.9, 0.08]","['11:48:45', '3']",0
242,76,76_4.jpg,"[178.1, 0.08]","['08:08:38', '6']",0
243,88,88_2.jpg,"[175.0, 0.08]","['18:44:33', '2']",0
244,39,39_4.jpg,"[180.1, 0.08]","['13:04:16', '2']",0
245,79,79_4.jpg,"[165.7, 0.08]","['02:23:03', '2']",0
246,73,73_4.jpg,"[166.8, 0.08]","['05:01:18', '6']",0
247,66,66_3.jpg,"[186.0, 0.08]","['16:01:49', '2']",0
248,94,94_1.jpg,"[177.1, 0.08]","['16:19:38', '1']",1
249,86,86_2.jpg,"[159.1, 0.08]","['14:39:04', '4']",0
250,57,57_3.jpg,"[170.3, 0.08]","['18:40:45', '2']",0
251,81,81_4.jpg,"[175.2, 0.08]","['15:18:05', '6']",0
252,27,27_3.jpg,"[171.7, 0.08]","['21:40:52', '6']",0
253,95,95_1.jpg,"[173.6, 0.08]","['00:14:44', '5']",1
254,57,57_4.jpg,"[170.4, 0.08]","['10:27:57', '2']",0
255,17,17_3.jpg,"[161.9, 0.08]","['12:20:53', '2']",0
256,13,13_5.jpg,"[186.3, 0.08]","['13:19:11', '6']",0
257,96,96_1.jpg,"[162.1, 0.08]","['11:26:46', '1']",1
258,38,38_3.jpg,"[179.3, 0.08]","['14:16:11', '5']",0
259,97,97_1.jpg,"[187.7, 0.08]","['16:52:19', '2']",1
260,15,15_5.jpg,"[156.0, 0.08]","['03:54:30', '5']",0
261,13,13_6.jpg,"[180.7, 0.08]","['22:40:54', '1']",0
262,48,48_2.jpg,"[171.5, 0.08]","['06:56:55', '6']",0
263,77,77_3.jpg,"[178.2, 0.08]","['06:43:51', '4']",0
264,88,88_3.jpg,"[188.2, 0.08]","['12:17:53', '7']",0
265,46,46_2.jpg,"[175.9, 0.08]","['09:03:15', '5']",0
266,95,95_2.jpg,"[175.0, 0.08]","['22:43:03', '2']",0
267,65,65_5.jpg,"[188.6, 0.08]","['06:55:18', '3']",0
268,14,14_4.jpg,"[157.8, 0.08]","['16:34:56', '3']",0
269,25,25_5.jpg,"[177.0, 0.08]","['02:52:15', '6']",0
270,74,74_2.jpg,"[157.6, 0.08]","['03:05:01', '2']",0
271,49,49_3.jpg,"[175.8, 0.08]","['16:01:16', '1']",0
272,48,48_3.jpg,"[183.3, 0.08]","['10:08:34', '2']",0
273,82,82_3.jpg,"[170.0, 0.08]","['02:52:00', '6']",0
274,21,21_2.jpg,"[153.5, 0.08]","['21:06:41', '4']",0
275,21,21_3.jpg,"[172.9, 0.08]","['15:57:50', '7']",0
276,80,80_3.jpg,"[175.6, 0.08]","['07:41:09', '2']",0
277,31,31_5.jpg,"[187.0, 0.08]","['14:23:54', '5']",0
278,41,41_7.jpg,"[183.3, 0.08]","['12:15:50', '4']",0
279,72,72_2.jpg,"[170.5, 0.08]","['08:42:21', '1']",0
280,4,4_4.jpg,"[175.1, 0.08]","['18:44:49', '5']",0
281,95,95_3.jpg,"[167.1, 0.08]","['11:53:29', '6']",0
282,16,16_5.jpg,"[177.0, 0.08]","['06:05:36', '6']",0
283,37,37_4.jpg,"[154.3, 0.08]","['13:39:09', '7']",0
284,34,34_5.jpg,"[164.9, 0.08]","['13:41:26', '3']",0
285,6,6_5.jpg,"[181.1, 0.08]","['16:09:08', '4']",0
286,98,98_1.jpg,"[173.2, 0.08]","['07:07:23', '4']",1
287,86,86_3.jpg,"[170.8, 0.08]","['18:07:15', '6']",0
288,72,72_3.jpg,"[174.2, 0.08]","['17:49:38', '6']",0
289,91,91_2.jpg,"[182.0, 0.08]","['20:14:06', '1']",0
290,7,7_2.jpg,"[191.0, 0.08]","['07:45:27', '4']",0
291,31,31_6.jpg,"[181.3, 0.08]","['05:07:47', '4']",0
292,82,82_4.jpg,"[155.9, 0.08]","['03:55:52', '2']",0
293,84,84_3.jpg,"[181.6, 0.08]","['08:35:54', '3']",0
294,76,76_5.jpg,"[188.8, 0.08]","['15:25:57', '7']",0
295,10,10_3.jpg,"[166.3, 0.08]","['22:34:22', '3']",0
296,29,29_4.jpg,"[175.3, 0.08]","['16:47:27', '3']",0
297,80,80_4.jpg,"[174.8, 0.08]","['17:56:39', '6']",0
298,59,59_4.jpg,"[185.8, 0.08]","['04:04:08', '5']",0
299,35,35_5.jpg,"[173.3, 0.08]","['14:16:31', '4']",0
300,20,20_4.jpg,"[174.5, 0.08]","['04:52:06', '5']",0
301,89,89_3.jpg,"[161.3, 0.08]","['15:03:26', '1']",0
302,97,97_2.jpg,"[195.7, 0.08]","['08:29:23', '2']",0
303,74,74_3.jpg,"[164.0, 0.08]","['13:36:57', '1']",0
304,99,99_1.jpg,"[183.4, 0.08]","['04:30:00', '3']",1
305,68,68_2.jpg,"[182.3, 0.08]","['22:37:10', '2']",0
306,94,94_2.jpg,"[181.6, 0.08]","['18:54:11', '6']",0
307,54,54_2.jpg,"[176.9, 0.08]","['15:18:56', '1']",0
308,19,19_4.jpg,"[164.8, 0.08]","['14:32:24', '6']",0
309,95,95_4.jpg,"[170.5, 0.08]","['19:22:03', '5']",0
310,56,56_2.jpg,"[172.0, 0.08]","['22:37:07', '3']",0
311,94,94_3.jpg,"[194.8, 0.08]","['08:46:53', '1']",0
312,3,3_3.jpg,"[157.5, 0.08]","['11:48:48', '3']",0
313,98,98_2.jpg,"[173.1, 0.08]","['16:31:00', '1']",0
314,59,59_5.jpg,"[186.7, 0.08]","['08:49:50', '5']",0
315,5,5_4.jpg,"[172.1, 0.08]","['19:49:11', '7']",0
316,87,87_3.jpg,"[174.3, 0.08]","['05:06:11', '6']",0
317,30,30_5.jpg,"[152.3, 0.08]","['15:37:08', '4']",0
318,28,28_4.jpg,"[167.1, 0.08]","['16:26:18', '1']",0
319,52,52_5.jpg,"[183.1, 0.08]","['16:26:03', '3']",0
320,27,27_4.jpg,"[170.0, 0.08]","['13:09:29', '5']",0
321,97,97_3.jpg,"[182.1, 0.08]","['21:27:50', '1']",0
322,93,93_2.jpg,"[174.4, 0.08]","['05:41:54', '7']",0
323,38,38_4.jpg,"[187.9, 0.08]","['18:26:34', '5']",0
324,1,1_4.jpg,"[162.1, 0.08]","['09:17:49', '5']",0
325,18,18_4.jpg,"[186.7, 0.08]","['13:19:06', '1']",0
326,46,46_3.jpg,"[187.2, 0.08]","['12:47:18', '1']",0
327,46,46_4.jpg,"[178.6, 0.08]","['12:41:00', '6']",0
328,81,81_5.jpg,"[180.6, 0.08]","['04:44:42', '3']",0
329,84,84_4.jpg,"[185.2, 0.08]","['20:36:36', '7']",0
330,56,56_3.jpg,"[169.7, 0.08]","['07:33:29', '3']",0
331,11,11_4.jpg,"[170.4, 0.08]","['21:44:41', '1']",0
332,64,64_4.jpg,"[159.1, 0.08]","['22:52:13', '4']",0
333,63,63_3.jpg,"[173.7, 0.08]","['21:03:36', '6']",0
334,76,76_6.jpg,"[186.5, 0.08]","['13:38:57', '4']",0
335,100,100_1.jpg,"[186.3, 0.08]","['02:29:29', '2']",1
336,38,38_5.jpg,"[172.6, 0.08]","['16:28:49', '7']",0
337,71,71_4.jpg,"[153.7, 0.08]","['03:44:06', '7']",0
338,36,36_4.jpg,"[183.7, 0.08]","['05:43:04', '6']",0
339,94,94_4.jpg,"[181.3, 0.08]","['06:33:06', '5']",0
340,56,56_4.jpg,"[159.1, 0.08]","['18:02:23', '4']",0
341,82,82_5.jpg,"[171.6, 0.08]","['10:50:37', '4']",0
342,62,62_2.jpg,"[161.4, 0.08]","['09:52:12', '6']",0
343,75,75_2.jpg,"[196.1, 0.08]","['06:33:11', '4']",0
344,28,28_5.jpg,"[172.4, 0.08]","['02:32:15', '7']",0
345,92,92_3.jpg,"[182.9, 0.08]","['05:29:10', '4']",0
346,85,85_4.jpg,"[164.7, 0.08]","['07:24:53', '6']",0
347,68,68_3.jpg,"[183.4, 0.08]","['11:38:25', '3']",0
348,59,59_6.jpg,"[187.7, 0.08]","['13:48:00', '5']",0
349,37,37_5.jpg,"[157.5, 0.08]","['08:11:14', '6']",0
350,56,56_5.jpg,"[170.6, 0.08]","['14:58:12', '4']",0
351,11,11_5.jpg,"[172.9, 0.08]","['11:27:02', '3']",0
352,98,98_3.jpg,"[182.9, 0.08]","['19:04:00', '4']",0
353,33,33_2.jpg,"[165.4, 0.08]","['03:13:35', '4']",0
354,49,49_4.jpg,"[182.3, 0.08]","['22:40:39', '6']",0
355,66,66_4.jpg,"[186.4, 0.08]","['02:56:41', '7']",0
356,53,53_4.jpg,"[193.6, 0.08]","['21:13:02', '3']",0
357,36,36_5.jpg,"[185.7, 0.08]","['17:46:03', '2']",0
358,88,88_4.jpg,"[179.2, 0.08]","['21:27:32', '6']",0
359,81,81_6.jpg,"[166.0, 0.08]","['21:03:13', '3']",0
360,97,97_4.jpg,"[180.9, 0.08]","['22:23:18', '7']",0
361,93,93_3.jpg,"[177.2, 0.08]","['03:50:36', '2']",0
362,89,89_4.jpg,"[166.2, 0.08]","['13:57:35', '5']",0
363,47,47_3.jpg,"[180.1, 0.08]","['16:55:28', '5']",0
364,95,95_5.jpg,"[171.5, 0.08]","['12:16:46', '6']",0
365,97,97_5.jpg,"[187.5, 0.08]","['20:41:45', '4']",0
366,55,55_5.jpg,"[183.5, 0.08]","['21:27:42', '4']",0
367,36,36_6.jpg,"[186.6, 0.08]","['00:22:38', '1']",0
368,78,78_2.jpg,"[168.1, 0.08]","['16:36:37', '2']",0
369,36,36_7.jpg,"[201.5, 0.08]","['21:06:38', '7']",0
370,42,42_4.jpg,"[196.6, 0.08]","['09:24:26', '2']",0
371,70,70_2.jpg,"[164.0, 0.08]","['01:05:13', '4']",0
372,64,64_5.jpg,"[159.8, 0.08]","['22:08:00', '7']",0
373,34,34_6.jpg,"[168.1, 0.08]","['12:31:16', '7']",0
374,11,11_6.jpg,"[169.6, 0.08]","['22:47:15', '3']",0
375,86,86_4.jpg,"[168.2, 0.08]","['04:09:14', '7']",0
376,66,66_5.jpg,"[190.2, 0.08]","['03:28:56', '5']",0
377,56,56_6.jpg,"[178.6, 0.08]","['04:28:48', '6']",0
