I,F,G,A,H,T
83,83,Male,34,164,299
20,59,Male,45,178,29
51,0,Female,37,173,158
17,0,Female,34,165,235
8,0,Female,51,173,96
19,0,Female,30,163,180
0,0,Female,61,180,238
84,84,Female,65,180,238
0,0,Male,43,168,156
85,85,Male,39,168,156
79,0,Female,39,172,263
2,0,Male,40,186,116
0,0,Female,30,171,143
86,86,Female,26,171,143
47,0,Male,38,173,130
0,0,Male,47,183,132
87,0,Male,55,183,132
9,0,Male,44,184,147
22,22,Female,45,184,206
71,0,Female,44,160,22
30,0,Female,25,164,44
44,0,Female,32,153,154
59,59,Male,48,193,243
0,0,Male,35,168,23
88,88,Male,32,168,23
81,0,Male,32,179,295
66,0,Female,27,187,22
14,0,Female,46,162,264
44,0,Female,31,160,268
87,0,Female,44,173,306
42,0,Female,51,186,212
35,0,Female,39,157,100
79,79,Female,50,163,173
85,0,Male,32,169,206
38,0,Female,0,184,21
51,0,Female,36,178,161
0,0,Male,31,166,87
89,89,Male,30,166,87
2,0,Male,30,181,291
14,0,Female,29,152,93
81,0,Male,20,169,292
8,8,Female,43,168,121
3,0,Female,27,172,332
82,0,Female,24,165,28
49,0,Male,24,175,141
6,59,Male,32,178,4
36,36,Male,59,189,215
30,30,Female,31,150,16
89,0,Male,55,159,146
83,0,Male,22,174,40
45,0,Female,21,155,115
13,0,Male,37,185,130
0,0,Female,36,168,90
90,90,Male,36,168,90
83,0,Male,54,182,310
55,55,Male,28,197,7
28,0,Female,38,176,53
39,39,Female,26,174,64
80,0,Female,28,181,321
69,69,Male,33,149,303
6,0,Male,9,190,329
77,77,Male,66,173,140
0,0,Male,29,190,275
91,91,Female,29,190,275
45,0,Female,34,154,257
37,0,Female,29,162,55
73,0,Female,31,166,240
11,0,Female,24,172,238
52,0,Male,28,169,312
4,0,Female,37,169,319
15,0,Female,16,176,200
85,36,Male,41,183,247
65,36,Male,31,183,69
41,41,Male,57,176,152
55,55,Male,26,186,242
20,0,Male,27,169,10
32,0,Male,41,194,102
35,0,Female,42,165,49
0,0,Male,52,184,42
92,92,Male,51,184,42
16,0,Male,39,176,326
18,18,Male,52,186,47
57,0,Female,32,165,98
65,0,Male,28,197,214
52,0,Male,47,179,301
12,12,Female,50,177,305
34,0,Male,23,174,100
41,0,Male,54,178,147
60,0,Female,25,172,333
35,0,Male,50,160,178
0,0,Male,57,173,310
93,93,Male,56,173,310
84,0,Male,64,181,21
34,0,Female,25,170,124
71,0,Male,21,154,264
92,0,Male,37,174,145
69,69,Male,46,160,119
76,0,Male,25,178,256
88,0,Male,41,175,85
39,39,Female,22,180,74
79,0,Female,31,165,52
73,0,Female,33,166,250
66,0,Male,24,186,80
0,0,Female,47,177,32
94,0,Male,38,177,32
86,0,Female,28,159,173
57,0,Female,30,170,85
81,0,Male,21,175,270
27,0,Male,30,171,283
0,0,Female,24,173,192
95,95,Female,23,173,192
57,0,Female,34,170,68
17,0,Male,52,161,72
13,13,Male,34,186,266
0,0,Female,27,162,22
96,96,Female,27,162,22
38,0,Male,45,179,220
0,0,Male,48,187,81
97,97,Male,45,187,81
15,0,Male,59,156,199
13,13,Male,36,180,45
48,48,Male,47,171,253
77,0,Male,45,178,157
88,0,Male,58,188,312
46,0,Male,34,175,210
95,0,Female,27,175,93
65,0,Male,47,188,109
14,0,Female,35,157,129
25,0,Male,40,177,245
74,0,Male,34,157,54
49,49,Male,30,175,32
48,0,Male,42,183,68
82,0,Female,32,170,245
21,0,Female,29,153,186
21,0,Female,22,172,319
80,80,Female,28,175,63
31,0,Male,47,187,220
41,0,Male,50,183,168
72,0,Male,23,170,17
4,4,Female,42,175,229
95,0,Female,27,167,263
16,0,Male,45,177,252
37,37,Female,24,154,315
34,0,Female,25,164,123
6,0,Male,26,181,176
0,0,Male,54,173,158
98,98,Male,54,173,158
86,86,Female,29,170,276
72,0,Male,27,174,275
91,91,Female,27,182,40
7,0,Male,42,191,159
31,0,Male,36,181,154
82,82,Female,25,155,55
84,0,Male,63,181,113
76,76,Male,38,188,318
10,0,Female,34,166,141
29,0,Male,54,175,129
80,0,Female,34,174,275
59,0,Female,49,185,200
35,0,Male,43,173,172
20,20,Male,37,174,201
89,0,Female,32,161,30
97,97,Male,59,195,64
74,0,Female,36,164,27
0,0,Male,34,183,105
99,99,Male,31,183,105
68,0,Male,32,182,93
94,0,Male,40,181,277
54,54,Male,34,176,30
19,0,Female,33,164,269
95,0,Female,34,170,230
56,0,Female,37,172,141
94,0,Male,40,194,17
3,0,Female,37,157,119
98,98,Male,53,173,33
59,59,Male,43,186,209
5,0,Male,43,172,327
87,0,Female,36,174,250
30,0,Female,23,152,175
28,0,Female,32,167,32
52,0,Male,41,183,128
27,27,Male,32,170,218
97,0,Male,53,182,42
93,93,Male,59,174,299
38,0,Male,37,187,228
1,0,Female,31,162,210
18,0,Male,34,186,26
46,0,Male,36,187,25
46,46,Male,31,178,265
81,0,Female,28,180,105
84,0,Male,64,185,329
56,0,Female,40,169,111
11,0,Female,32,170,43
64,0,Female,29,159,189
63,0,Male,27,173,282
76,0,Male,37,186,171
0,0,Male,37,186,52
100,100,Male,37,186,52
38,38,Male,50,172,320
71,0,Male,47,153,295
36,36,Male,44,183,251
94,0,Female,0,181,205
56,0,Female,35,159,180
82,0,Male,34,171,165
62,0,Female,40,161,259
75,75,Male,39,196,157
28,0,Female,30,172,293
92,0,Male,53,182,154
85,0,Female,33,164,254
68,68,Male,32,183,119
59,0,Male,42,187,219
37,37,Female,27,157,256
56,0,Female,36,170,173
11,0,Female,34,172,118
98,0,Male,54,182,182
33,0,Female,14,165,150
49,0,Male,23,182,285
66,0,Male,27,186,293
53,0,Male,36,193,138
36,0,Male,45,185,83
88,0,Female,35,179,282
81,0,Male,30,166,138
97,0,Male,17,180,332
93,0,Male,29,177,55
89,0,Female,27,166,219
47,0,Male,36,180,225
95,0,Female,27,171,264
97,0,Male,66,187,185
55,0,Male,30,183,186
36,0,Male,59,186,0
78,0,Female,28,168,81
36,0,Male,56,201,330
42,42,Female,31,196,66
70,0,Female,9,164,146
64,64,Female,32,159,332
34,0,Female,28,168,313
11,0,Female,38,169,141
86,0,Female,29,168,296
66,0,Male,33,190,198
56,56,Female,32,178,248
92,0,Male,61,188,5
86,0,Female,36,176,104
46,46,Male,32,177,73
59,0,Male,35,185,166
50,68,Male,32,196,151
3,0,Female,36,175,318
44,0,Male,28,164,332
85,0,Male,31,164,255
84,84,Male,63,177,248
76,0,Male,39,177,253
80,0,Female,34,180,197
10,0,Male,48,174,57
42,42,Female,28,191,328
33,0,Female,28,168,199
30,0,Female,16,142,30
96,0,Female,24,160,132
66,0,Female,22,183,202
98,0,Male,38,174,250
50,0,Male,36,194,35
60,0,Female,33,173,218
36,36,Male,39,188,279
3,0,Female,35,161,73
18,0,Male,36,199,206
50,0,Male,20,169,264
51,0,Female,30,172,199
88,0,Male,52,176,19
37,0,Female,33,166,124
85,0,Male,37,178,130
32,32,Male,38,196,317
18,0,Male,50,172,320
25,0,Male,54,183,26
92,0,Male,42,180,80
42,42,Female,30,195,335
86,0,Female,23,170,194
88,0,Male,38,181,196
42,42,Female,24,196,310
43,0,Male,41,177,201
99,0,Male,41,186,211
26,0,Female,27,173,226
17,0,Male,57,171,320
1,0,Female,41,162,49
61,61,Female,36,187,67
63,0,Male,29,176,219
72,0,Male,26,168,207
97,0,Male,61,193,27
54,0,Female,31,175,216
34,0,Female,56,177,158
37,0,Female,25,164,238
99,0,Male,43,183,12
32,0,Male,34,194,325
69,0,Female,45,153,164
60,0,Female,31,169,55
29,0,Male,59,172,168
92,92,Male,36,173,262
73,73,Female,32,170,105
5,0,Male,36,184,2
89,0,Female,28,156,282
19,0,Female,48,161,253
25,0,Male,55,168,225
11,11,Female,21,161,335
20,0,Female,67,172,115
42,42,Female,31,194,39
64,64,Female,22,151,127
59,59,Male,39,184,17
82,82,Female,20,157,158
40,0,Female,31,157,157
63,0,Male,36,183,18
55,55,Male,27,175,132
54,0,Male,43,182,52
44,44,Female,21,148,170
5,0,Male,31,183,100
90,0,Male,55,173,320
74,74,Female,34,160,220
37,0,Female,29,166,266
45,45,Female,26,166,149
44,0,Female,33,147,282
68,0,Male,42,185,197
75,0,Male,57,175,183
69,69,Female,40,157,258
91,91,Female,28,190,141
55,55,Male,42,184,275
97,0,Male,46,182,173
13,13,Male,32,180,285
72,72,Male,25,182,44
86,0,Female,27,171,159
45,0,Female,26,152,40
74,74,Female,30,178,98
16,0,Male,59,179,315
33,0,Female,28,157,168
79,79,Female,28,167,221
73,0,Female,33,163,35
50,50,Male,36,185,266
83,83,Male,60,172,121
89,0,Female,38,164,116
80,0,Male,51,179,122
59,59,Male,40,186,316
4,4,Female,40,167,259
23,23,Male,40,176,116
19,0,Female,36,169,11
63,0,Male,35,168,193
42,42,Female,36,195,293
65,0,Male,48,192,118
40,0,Female,26,156,13
87,0,Female,49,166,106
33,0,Female,26,166,108
99,0,Female,0,180,29
92,0,Male,46,179,238
63,0,Male,37,178,320
86,0,Male,27,180,72
70,0,Female,35,164,187
79,79,Female,40,181,158
48,0,Male,43,181,18
73,0,Female,44,159,56
70,0,Female,33,171,122
40,0,Male,37,159,243
2,0,Male,56,177,45
48,0,Male,45,172,108
40,40,Female,29,166,13
95,0,Female,31,165,128
77,0,Male,55,187,55
80,0,Male,13,163,154
52,0,Female,36,184,144
9,0,Male,24,181,14
42,42,Female,25,186,252
58,58,Male,37,182,152
83,83,Male,54,170,174
2,0,Male,32,176,311
37,0,Female,25,166,218
11,0,Female,32,178,307
2,0,Male,44,180,309
7,0,Male,40,185,317
84,0,Male,60,191,235
88,0,Male,54,179,323
22,0,Female,35,179,328
27,0,Male,32,165,234
12,0,Male,53,179,181
27,0,Female,20,175,272
23,0,Male,37,176,107
78,0,Female,25,174,225
47,0,Male,52,175,123
71,71,Female,50,160,329
21,0,Female,21,165,218
71,0,Male,43,149,275
61,0,Male,35,185,257
96,96,Female,26,154,295
31,0,Male,31,177,180
17,0,Female,54,175,180
83,0,Male,53,170,152
14,0,Female,30,154,29
100,100,Male,35,197,66
48,0,Male,13,180,185
28,28,Female,34,170,223
90,0,Female,57,176,53
91,91,Female,24,181,60
83,0,Male,47,170,228
10,0,Female,35,181,315
43,0,Male,52,166,307
46,46,Male,32,188,5
59,59,Male,51,183,21
28,28,Female,24,163,293
91,0,Female,33,188,322
9,0,Male,29,187,107
100,100,Male,39,169,97
87,0,Female,45,179,300
94,0,Male,52,183,191
51,0,Male,34,171,226
23,0,Male,39,186,255
19,0,Female,32,160,20
47,47,Male,30,179,266
16,0,Male,46,196,121
88,0,Male,61,184,78
94,0,Male,42,183,274
51,0,Female,36,173,19
2,2,Male,36,192,166
61,0,Male,27,171,193
39,39,Female,22,169,156
25,0,Male,40,175,222
63,0,Male,29,175,14
53,0,Male,52,171,33
17,0,Male,21,180,17
49,49,Male,30,176,171
7,0,Male,44,185,140
100,0,Male,43,189,218
78,0,Female,20,149,21
76,0,Male,27,178,304
47,0,Male,33,187,257
48,0,Male,60,188,234
14,0,Female,21,166,277
50,0,Female,0,182,88
73,0,Female,37,179,52
34,0,Male,22,167,66
90,0,Female,41,165,235
38,38,Male,42,181,127
62,0,Male,31,152,252
26,0,Female,24,174,185
4,0,Female,34,173,179
32,0,Male,38,184,87
19,0,Male,18,166,99
6,6,Male,36,192,50
83,0,Male,56,181,154
97,0,Male,47,184,67
69,69,Female,36,159,134
19,0,Female,35,165,0
46,46,Male,31,186,59
43,0,Male,38,187,33
46,0,Male,40,177,277
100,0,Female,33,177,128
71,71,Female,25,156,317
62,0,Female,43,157,204
27,0,Male,20,170,311
28,28,Female,33,159,248
75,0,Female,44,196,185
90,0,Male,60,171,269
97,0,Male,67,180,16
54,0,Male,10,181,216
98,0,Male,65,186,295
15,0,Female,29,166,123
29,0,Male,54,175,171
87,0,Female,27,174,226
72,0,Male,20,181,173
23,23,Male,45,169,36
26,26,Male,19,175,111
58,0,Male,38,185,129
22,0,Female,28,182,128
64,64,Female,32,163,38
91,91,Female,26,188,93
82,0,Female,37,175,248
56,0,Female,43,173,279
91,91,Female,22,180,271
82,82,Female,29,168,250
33,0,Female,45,168,178
56,56,Female,30,175,256
12,12,Male,44,195,217
91,91,Female,24,200,53
72,0,Male,29,177,85
75,75,Male,39,187,244
14,0,Female,22,170,185
43,0,Male,52,179,66
70,0,Female,18,171,182
90,0,Female,48,170,17
62,0,Male,31,148,208
94,94,Male,44,178,297
40,40,Female,27,162,25
40,0,Male,32,160,293
9,0,Female,21,198,151
21,0,Female,25,147,239
77,0,Male,32,187,283
79,79,Female,42,166,178
82,0,Female,29,163,293
8,0,Male,41,167,53
20,0,Male,42,176,71
9,0,Male,52,192,203
99,99,Male,46,191,153
70,70,Female,33,164,23
8,0,Male,53,165,287
78,0,Female,28,164,81
99,0,Male,29,190,175
24,0,Male,40,178,142
75,0,Male,61,187,185
54,0,Female,58,168,35
53,0,Female,51,170,86
61,0,Male,54,179,157
61,61,Female,39,187,68
32,0,Male,29,188,294
38,0,Male,34,179,33
62,0,Female,28,149,243
17,0,Male,46,174,61
19,0,Female,24,150,42
53,0,Male,43,184,167
1,1,Female,40,168,263
15,0,Male,30,161,254
53,53,Male,51,184,221
29,0,Male,52,182,64
69,0,Male,33,154,61
49,0,Male,28,172,86
32,32,Male,34,200,24
35,0,Male,44,171,183
3,0,Female,27,163,89
99,0,Male,29,189,29
63,0,Male,30,180,231
76,0,Male,40,181,242
91,91,Female,41,186,236
23,0,Male,36,180,299
60,0,Female,37,179,66
60,60,Female,33,190,77
58,58,Male,36,195,24
62,0,Female,39,159,255
65,65,Male,31,191,309
73,73,Female,26,163,112
87,0,Female,29,165,282
81,0,Female,35,171,206
64,64,Female,30,162,140
78,0,Female,26,175,115
37,37,Female,22,160,196
60,0,Female,31,175,299
67,0,Female,18,172,68
28,28,Female,35,152,280
24,0,Male,35,181,218
9,0,Male,39,192,188
74,74,Female,40,177,291
56,56,Female,38,167,56
79,0,Male,28,166,42
39,39,Female,19,166,193
89,0,Female,37,158,286
38,0,Male,45,183,272
49,49,Male,32,184,304
80,0,Male,32,160,152
16,0,Male,47,188,23
75,0,Male,34,186,232
84,84,Male,59,185,334
78,0,Female,33,167,2
100,100,Male,35,183,197
65,65,Male,30,183,26
63,0,Male,27,186,148
100,0,Male,38,178,149
98,0,Male,44,165,169
54,0,Male,46,187,44
44,44,Female,29,162,331
75,75,Male,42,194,130
20,20,Male,30,177,272
49,0,Male,27,172,72
56,0,Male,39,175,136
21,0,Female,25,155,146
29,0,Male,47,178,81
95,0,Female,23,168,280
16,0,Male,25,180,326
33,0,Male,43,160,134
40,0,Female,23,160,43
35,0,Female,29,173,88
1,1,Female,29,158,246
30,0,Female,24,162,101
64,0,Female,8,169,119
98,0,Male,52,177,262
81,0,Male,39,177,15
14,0,Female,25,158,260
33,0,Female,36,163,256
24,0,Male,33,191,277
15,0,Male,51,171,49
68,0,Male,47,194,184
17,0,Male,23,179,224
58,58,Male,36,186,107
43,43,Male,41,194,14
90,0,Female,39,170,84
28,0,Female,35,165,238
48,0,Male,45,185,266
8,8,Female,41,163,316
23,23,Male,39,180,308
40,0,Female,27,162,34
27,0,Male,42,176,14
7,7,Male,36,183,155
93,93,Male,63,184,199
22,0,Female,40,174,227
96,0,Female,36,154,39
35,0,Female,42,163,299
67,0,Female,11,180,329
27,27,Male,32,182,153
11,0,Female,28,169,312
77,77,Male,64,183,54
39,39,Female,30,169,315
84,84,Male,56,189,34
47,0,Male,37,195,80
61,0,Female,35,185,269
60,0,Male,36,167,269
54,0,Male,44,183,16
80,0,Male,48,173,324
71,0,Female,34,153,252
1,1,Female,33,169,273
26,0,Female,27,166,112
57,0,Male,29,168,302
8,0,Female,45,163,147
20,0,Male,34,170,117
65,65,Male,39,175,280
98,98,Male,61,172,221
12,0,Female,54,182,83
93,93,Male,70,188,305
51,0,Female,44,169,307
58,0,Female,40,183,266
10,0,Female,32,179,28
13,0,Male,52,179,307
79,79,Female,38,151,209
95,0,Female,43,166,269
33,0,Male,37,163,274
50,0,Male,36,182,256
27,0,Male,51,173,94
85,55,Male,32,178,143
90,0,Female,34,165,285
68,0,Male,30,188,85
32,0,Male,41,190,28
30,0,Male,35,149,274
22,0,Male,49,175,92
1,0,Female,29,162,33
10,0,Female,41,175,43
21,0,Female,36,154,55
21,0,Female,34,153,325
80,0,Male,42,170,141
24,0,Male,64,189,213
12,0,Male,57,178,317
70,70,Female,22,167,19
96,96,Female,35,174,186
46,0,Male,49,181,302
18,18,Male,31,181,154
66,0,Female,21,185,82
36,0,Male,34,191,159
22,0,Female,53,175,112
26,0,Female,29,183,19
10,0,Female,42,172,232
69,69,Male,41,159,191
91,91,Female,36,191,49
24,0,Male,40,188,320
90,90,Female,43,168,127
26,26,Male,22,172,284
57,0,Male,31,166,293
16,0,Male,44,185,72
32,0,Male,29,201,148
68,0,Male,68,177,131
65,65,Male,27,194,255
74,74,Female,41,159,309
96,96,Female,26,171,202
94,0,Male,45,195,80
6,6,Male,38,174,30
58,58,Male,38,177,285
60,0,Female,30,179,85
41,41,Male,46,183,199
93,93,Male,60,179,242
5,0,Female,36,174,16
88,0,Male,45,170,115
51,0,Female,27,176,109
41,41,Male,56,184,295
52,0,Female,35,187,76
3,0,Female,40,169,211
67,0,Female,25,189,257
87,0,Female,49,176,140
57,0,Female,34,164,178
33,0,Female,32,156,218
11,11,Female,24,166,72
24,0,Male,46,180,50
54,0,Male,12,187,220
72,0,Male,36,184,291
81,0,Male,39,176,87
72,72,Male,29,180,157
4,0,Female,38,180,148
57,0,Female,33,154,130
97,0,Male,52,181,0
38,0,Female,15,186,107
9,0,Male,43,187,321
99,0,Male,51,185,15
96,96,Female,30,167,143
15,0,Female,63,171,87
15,0,Female,33,169,227
69,69,Female,43,148,184
62,0,Male,44,155,298
43,0,Male,47,194,149
70,70,Female,21,160,308
100,0,Female,15,186,201
71,71,Female,29,149,256
47,47,Male,35,174,126
78,78,Female,23,152,159
89,0,Female,43,174,251
25,0,Female,38,184,311
74,74,Female,36,167,45
79,0,Female,53,167,187
24,0,Male,38,180,178
94,0,Male,43,193,165
67,0,Female,24,181,102
6,6,Male,37,176,44
21,0,Female,27,156,8
29,0,Male,60,190,307
40,40,Female,27,167,175
60,0,Female,19,178,68
77,77,Male,63,189,30
43,43,Male,34,178,183
52,0,Male,44,183,242
53,53,Male,47,186,120
13,13,Male,35,188,203
93,93,Male,49,179,251
4,0,Female,28,166,306
71,0,Female,25,159,159
49,0,Male,31,176,65
47,47,Male,34,185,158
8,8,Female,56,179,34
17,17,Male,49,173,90
55,0,Female,26,191,231
35,35,Female,55,161,261
100,0,Male,39,191,243
89,0,Female,34,169,168
95,0,Female,28,168,212
14,0,Female,32,170,265
4,0,Female,30,165,40
73,73,Female,38,169,36
85,0,Male,37,177,319
76,0,Male,30,187,220
3,0,Female,28,158,0
45,0,Female,41,157,311
18,18,Male,42,182,215
31,0,Male,53,174,241
66,0,Male,34,190,253
46,46,Male,31,188,104
55,55,Male,44,193,162
55,55,Male,25,185,133
10,0,Female,29,181,174
26,26,Female,25,175,258
34,0,Male,28,185,145
67,0,Female,34,179,289
92,0,Male,59,187,285
2,0,Female,26,179,107
3,0,Female,32,166,184
48,0,Male,68,187,253
48,0,Male,68,187,158
7,0,Male,45,176,273
90,0,Male,34,172,149
18,18,Male,53,187,165
93,0,Male,41,182,183
9,0,Female,38,180,253
34,0,Female,24,163,108
84,84,Male,63,175,188
93,93,Male,53,189,262
67,0,Female,28,174,159
84,0,Male,64,189,312
93,93,Male,47,183,38
14,0,Female,30,168,86
74,74,Female,36,171,257
31,0,Male,53,185,11
83,0,Male,68,186,316
96,96,Female,26,169,214
82,82,Female,29,177,68
29,0,Male,50,184,95
36,0,Male,56,192,265
62,0,Female,34,171,70
77,77,Male,72,194,270
6,6,Male,42,175,194
87,0,Female,36,176,154
92,0,Female,45,183,322
72,0,Female,39,158,128
94,0,Male,51,175,271
67,0,Female,26,171,32
45,0,Female,29,162,205
57,0,Female,31,156,22
7,0,Male,54,189,77
68,0,Male,37,176,245
66,66,Male,27,187,201
23,0,Female,32,168,74
83,0,Male,57,178,22
47,47,Male,37,178,113
57,0,Female,27,157,1
4,4,Female,36,170,75
100,100,Male,40,184,142
44,44,Female,28,157,39
68,68,Male,38,178,26
30,0,Female,16,148,220
1,0,Female,34,166,237
70,0,Female,23,165,62
20,20,Male,52,187,278
96,0,Female,48,167,58
95,0,Female,31,170,51
35,0,Female,55,161,261
77,0,Male,73,181,36
49,0,Female,41,179,155
31,0,Male,48,181,67
5,0,Male,38,180,169
61,0,Male,29,187,15
44,0,Male,34,163,160
88,0,Male,27,187,66
12,0,Male,57,179,70
41,41,Male,43,177,179
78,0,Female,48,156,46
96,96,Female,32,176,194
7,7,Male,33,188,261
75,75,Male,39,182,101
43,0,Male,36,178,294
58,0,Male,30,181,80
18,0,Male,38,172,313
39,0,Male,42,185,160
24,0,Male,38,189,288
67,0,Female,21,179,48
78,0,Female,23,170,230
39,0,Female,23,171,246
66,0,Male,32,189,68
3,0,Female,31,171,291
81,0,Male,45,175,153
43,0,Male,53,175,146
54,0,Male,35,192,232
17,17,Male,49,174,206
45,0,Female,23,153,105
50,0,Male,36,183,28
99,0,Male,36,183,158
52,0,Female,36,184,238
70,70,Female,24,169,293
10,0,Male,35,175,14
86,86,Female,29,166,240
22,0,Male,28,169,175
98,0,Male,47,167,128
52,0,Male,30,177,313
68,99,Male,50,177,79
86,0,Female,29,166,106
26,0,Female,22,163,64
5,0,Male,31,179,149
87,0,Female,37,172,290
20,0,Female,67,191,43
